año,mes,hoteles zona 1,extrahoteleros zona 1,total zona 1,hoteles zona 2,extrahoteleros zona 2,total zona 2,hoteles zona 3,extrahoteleros zona 3,total zona 3,hoteles zona 4,extrahoteleros zona 4,total zona 4,hoteles total,extrahoteleros total,total
2017,12,50285,0,50285,12569,6244,18813,422102,178443,600545,1561431,1045933,2607364,2046387,1230620,3277007
2017,13,567779,,567779,129109,77268,206377,5436941,2144785,7581726,20787029,12889774,33676803,26920858,15111827,42032685
2018,1,52029,0,52029,12496,8756,21252,464123,206268,670391,1686887,1095998,2782885,2215535,1311022,3526557
2018,2,47467,0,47467,13321,9050,22371,411847,190754,602601,1574367,1014994,2589361,2047002,1214798,3261800
2018,3,49977,0,49977,14937,8730,23667,448141,207488,655629,1693007,1107804,2800811,2206062,1324022,3530084
2018,4,39802,0,39802,11663,8859,20522,420720,174215,594935,1606421,965471,2571892,2078606,1148545,3227151
2018,5,37672,0,37672,10907,3806,14713,426074,167665,593739,1555333,912131,2467464,2029986,1083602,3113588
2018,6,35964,0,35964,9800,3552,13352,452757,186051,638808,1606251,995079,2601330,2104772,1184682,3289454
2018,7,39655,0,39655,11288,7833,19121,493488,245461,738949,1842265,1242391,3084656,2386696,1495685,3882381
2018,8,40948,0,40948,11202,8632,19834,517427,260097,777524,1957811,1357827,3315638,2527388,1626556,4153944
2018,9,42671,0,42671,10751,8711,19462,474601,202047,676648,1656506,1046085,2702591,2184529,1256843,3441372
2018,10,45193,0,45193,11683,11717,23400,453529,196377,649906,1809119,1155846,2964965,2319524,1363940,3683464
2018,11,51822,0,51822,13192,11188,24380,470385,192389,662774,1595989,1099179,2695168,2131388,1302756,3434144
